,Date,Tweets
69,2019-02-12 10:35:10,That is the #takeoff angle you don’t often see #qantaslink #qantas #sydneyairport #mascot #sydney #australia @ Sydney - Kingsford Smith Airport https://t.co/3EJ1aZtPUP
70,2019-02-12 09:46:58,#MIN #MINOAN #GROUP @Travelport’s New Agreement with @Qantas to Offer #NDC Connections https://t.co/sTLKjQ1Gd0 … #Travelport #Qantas #travel #technology #ttot #airlines
71,2019-02-12 09:46:22,. @Travelport’s New Agreement with @Qantas to Offer #NDC Connections https://t.co/j1W66Y9sIA #Travelport #Qantas #travel #technology #ttot #airlines https://t.co/CCJEIfMQM0
72,2019-02-12 09:44:24,Travelport expands distribution partnership with Qantas #Travelport #Qantas  https://t.co/nXlrtL3Usm
73,2019-02-12 09:22:39,Heading back to Melbourne #Qantas https://t.co/a5RahIjU4B
74,2019-02-12 08:40:13,Companion fare specials - Motive Travel https://t.co/7agMNESRUa #Qantas #Emirates #Qatar #companion #fares #airfare #special #travel
75,2019-02-12 06:20:05,https://t.co/356K0hfZUc ⚠️ Attention rewards lovers ⚠️ We’ve got all the details on the new @Qantas rewards card #Qantas #FrequentFlyer #rewards #creditcard
76,2019-02-12 06:00:28,Here is just some of the footage filmed of the volunteer team who travelled to Kuwait to salvage parts off the last remaining Qantas Super Constellation.  What a project!  https://t.co/RIpP1U6zQv  #Qantas #SuperConstellation #Kuwait @Qantas @AusAmbKuwait
77,2019-02-12 05:51:41,I don't think #Qantas in flight WiFi is built for gaming https://t.co/JVm6ZLbjGe https://t.co/XELnGIiv5o
78,2019-02-12 05:47:29,I don't think #Qantas in flight WiFi is built for gaming https://t.co/IJZwQQV3dn
79,2019-02-12 05:08:23,@qantas tried to book a flight 5 times on your website only to be told their was a generic error.  Is there a problem with your site #qantas
80,2019-02-12 04:52:39,"Why would you come by 'leaky boat' when record number 27,000 can simply 'jet in' first class on #Qantas @PeterDutton_MP⁩ ? #Speers #qt #auspol #skynews #credlin #pmlive #TheDrum  https://t.co/wElkE5pVEg"
81,2019-02-12 03:17:58,Qantas has been forced to apologise for underpaying 55 workers over a number of years after mistakenly employing them under individual contracts. #irclaims #underpayments #qantas  https://t.co/wZ7xdhnInu
82,2019-02-12 02:44:57,"Views from the 6, or from my window seat?  #fly #alaskaairlines #qantas #straya #pitstop #LA #LosAngeles #banter https://t.co/bK3rEud0xm"
83,2019-02-12 02:44:17,".@Qantas' new credit card has ""the highest Qantas Points earn rate and the highest number of sign-up bonus Qantas Points of any Mastercard or Visa credit card currently in market"" according to the airline https://t.co/3ZqpbjL484 #businesstravel #frequentflyer #miles #qantas"
84,2019-02-12 01:44:07,The Qantas companion sale is on. Contact us for more info. #travel #booknow #sale #qantas #traveltheworld https://t.co/2Cx65wi7QJ
85,2019-02-12 00:25:05,"Our most rewarding projects are those where we’re asked to take our clients on a journey and deliver real change for their customers. Or, in this case, members. https://t.co/wezcSvVjUu #qantas #superannuation #retirement #website #digitalmarketing"
86,2019-02-11 22:26:04,Well done #qantas delayed again
